Date,Article,Price,Parking,Rooms,Meters,Floor,Sqmp
04-11-2020,89126818,950,0,2,70.0,5,13.57
04-11-2020,36973139,1200,0,3,70.0,6,17.14
04-11-2020,89098389,1100,0,3,75.0,2,14.67
04-11-2020,89082225,1150,0,2,66.0,1,17.42
04-11-2020,89076709,975,0,2,62.0,3,15.73
04-11-2020,89047644,1150,0,2,61.0,1,18.85
04-11-2020,39345381,1195,0,2,68.0,7,17.57
04-11-2020,89022467,950,0,2,40.0,3,23.75
04-11-2020,89010518,900,0,3,51.0,2,17.65
04-11-2020,88885597,640,0,2,34.0,0,18.82
04-11-2020,88862615,990,0,2,76.0,0,13.03
04-11-2020,88336889,1100,0,2,79.0,0,13.92
04-11-2020,88040956,820,0,3,57.0,4,14.39
04-11-2020,87992800,1020,0,2,56.0,13,18.21
04-11-2020,89133648,805,0,2,57.0,0,14.12
04-11-2020,89007848,1200,0,2,80.0,0,15.0
04-11-2020,88944608,840,0,2,42.0,0,20.0
04-11-2020,88933525,975,0,2,60.0,2,16.25
04-11-2020,88899940,1200,0,3,75.0,10,16.0
04-11-2020,88894938,1190,0,3,73.0,7,16.3
04-11-2020,86578166,1050,0,2,80.0,1,13.12
04-11-2020,85946569,900,0,2,60.0,4,15.0
04-11-2020,89122431,975,0,3,70.0,3,13.93
04-11-2020,89117523,1200,0,2,85.0,6,14.12
04-11-2020,89117317,1050,1,3,65.0,1,16.15
04-11-2020,38244555,950,0,2,48.0,2,19.79
04-11-2020,89077307,1100,0,2,50.0,4,22.0
04-11-2020,89059826,875,0,3,75.0,1,11.67
04-11-2020,89059065,1100,0,2,70.0,2,15.71
04-11-2020,89047519,1100,0,4,80.0,4,13.75
04-11-2020,89023641,1200,0,3,72.0,4,16.67
04-11-2020,89009968,1200,0,2,65.0,5,18.46
04-11-2020,88935362,900,0,2,56.0,0,16.07
04-11-2020,88426743,1100,0,3,65.0,3,16.92
04-11-2020,88429270,1150,0,2,55.0,2,20.91
04-11-2020,89137840,1200,0,4,91.0,7,13.19
04-11-2020,84676712,1000,0,2,42.0,5,23.81
04-11-2020,89130208,805,0,3,46.0,4,17.5
04-11-2020,89037150,900,0,3,75.0,4,12.0
04-11-2020,88986729,1200,0,2,55.0,1,21.82
04-11-2020,39477592,1100,0,2,60.0,1,18.33
04-11-2020,88930985,1000,0,3,68.0,6,14.71
04-11-2020,88927172,995,0,3,65.0,2,15.31
04-11-2020,37619906,1150,1,3,71.0,0,16.2
04-11-2020,88918502,1150,0,3,120.0,0,9.58
04-11-2020,88918087,1100,0,2,71.0,1,15.49
04-11-2020,27556782,825,0,2,56.0,1,14.73
04-11-2020,88909478,1200,0,4,85.0,1,14.12
04-11-2020,88903566,1150,0,3,90.0,4,12.78
04-11-2020,88904640,950,0,3,73.0,1,13.01
04-11-2020,88893127,1200,0,3,62.0,6,19.35
04-11-2020,88885546,1170,0,2,71.0,0,16.48
04-11-2020,88875457,875,0,2,55.0,2,15.91
04-11-2020,88874312,950,0,2,55.0,2,17.27
04-11-2020,88842203,1100,0,3,80.0,0,13.75
04-11-2020,88775223,1200,0,3,90.0,1,13.33
04-11-2020,88748200,895,0,3,48.0,2,18.65
04-11-2020,88736691,885,0,2,57.0,0,15.53
04-11-2020,88719653,1200,0,3,71.0,1,16.9
04-11-2020,88668930,1200,0,3,69.0,4,17.39
04-11-2020,88645102,950,0,3,65.0,0,14.62
04-11-2020,88636601,850,0,2,55.0,5,15.45
04-11-2020,88633233,1200,0,3,58.0,6,20.69
04-11-2020,88607332,1155,0,3,80.0,0,14.44
04-11-2020,32994991,1025,0,3,81.0,0,12.65
04-11-2020,88579033,775,0,2,61.0,0,12.7
04-11-2020,88505366,950,0,2,65.0,3,14.62
04-11-2020,88458138,910,0,2,74.0,0,12.3
04-11-2020,88458106,1100,0,3,101.0,0,10.89
04-11-2020,88457616,1170,0,3,82.0,0,14.27
04-11-2020,88457600,1000,0,3,93.0,0,10.75
04-11-2020,88319966,1000,0,3,60.0,3,16.67
04-11-2020,88314219,700,0,2,34.0,4,20.59
04-11-2020,88246858,1200,0,3,92.0,3,13.04
04-11-2020,88216364,1130,0,3,83.0,0,13.61
04-11-2020,88102881,900,0,2,65.0,1,13.85
04-11-2020,38687138,905,0,2,48.0,4,18.85
04-11-2020,88036319,1200,0,3,66.0,1,18.18
04-11-2020,88002999,1170,0,3,82.0,0,14.27
04-11-2020,88003018,1020,0,4,56.0,2,18.21
04-11-2020,88003016,750,0,2,61.0,2,12.3
04-11-2020,88003015,895,0,3,69.0,0,12.97
04-11-2020,87763997,990,0,4,77.0,2,12.86
04-11-2020,87595506,1100,0,4,89.0,6,12.36
04-11-2020,89144464,1100,0,2,70.0,5,15.71
04-11-2020,89130402,1150,1,3,70.0,1,16.43
04-11-2020,89117331,990,0,2,63.0,3,15.71
04-11-2020,85622140,900,0,2,58.0,0,15.52
04-11-2020,89078538,1100,0,3,70.0,2,15.71
04-11-2020,89020109,800,0,2,97.0,0,8.25
04-11-2020,89009455,1100,0,2,51.0,6,21.57
04-11-2020,89008338,1200,1,2,75.0,2,16.0
04-11-2020,89004385,1050,0,2,60.0,3,17.5
04-11-2020,88952090,1100,0,3,74.0,2,14.86
04-11-2020,88943899,930,0,2,65.0,4,14.31
04-11-2020,88932165,975,0,2,72.0,4,13.54
04-11-2020,88922876,895,0,2,75.0,0,11.93
04-11-2020,88917871,1050,0,3,100.0,1,10.5
04-11-2020,88913226,1150,0,2,72.0,1,15.97
04-11-2020,88913034,1200,0,2,58.0,5,20.69
04-11-2020,88912948,930,0,2,67.0,4,13.88
04-11-2020,82813770,1050,0,2,65.0,1,16.15
04-11-2020,39515587,1200,0,2,73.0,3,16.44
04-11-2020,88892876,950,0,4,92.0,2,10.33
04-11-2020,36057035,990,0,2,50.0,2,19.8
04-11-2020,88872058,900,0,3,80.0,2,11.25
04-11-2020,88854642,1100,0,4,95.0,3,11.58
04-11-2020,35739430,1200,0,2,79.0,6,15.19
04-11-2020,88809147,1200,0,2,75.0,0,16.0
04-11-2020,88799122,875,0,2,60.0,0,14.58
04-11-2020,88777677,1200,0,2,80.0,4,15.0
04-11-2020,85238928,1180,0,2,96.0,2,12.29
04-11-2020,88769218,1200,0,2,62.0,3,19.35
04-11-2020,88605310,895,0,2,51.0,6,17.55
04-11-2020,88537095,1195,0,2,98.0,2,12.19
04-11-2020,88532783,1200,1,3,90.0,3,13.33
04-11-2020,88449157,1000,1,3,75.0,1,13.33
04-11-2020,1509845,1200,0,2,80.0,2,15.0
04-11-2020,37003466,1050,0,2,57.0,5,18.42
04-11-2020,88396166,785,0,2,45.0,5,17.44
04-11-2020,88210526,880,0,2,73.0,2,12.05
04-11-2020,88063122,800,0,3,79.0,1,10.13
04-11-2020,87955359,1200,0,2,72.0,2,16.67
04-11-2020,87676858,1100,0,2,60.0,1,18.33
04-11-2020,87676266,1200,0,2,66.0,1,18.18
04-11-2020,86268007,1095,0,2,72.0,4,15.21
04-11-2020,83306745,1150,0,2,70.0,0,16.43
04-11-2020,89108136,900,0,3,65.0,0,13.85
04-11-2020,89096530,949,0,3,70.0,7,13.56
04-11-2020,39028689,1100,0,2,60.0,2,18.33
04-11-2020,35906904,1100,0,2,65.0,4,16.92
04-11-2020,38369478,1150,0,3,110.0,0,10.45
04-11-2020,30241877,1200,0,4,140.0,1,8.57
04-11-2020,89033298,1200,0,3,65.0,3,18.46
04-11-2020,89024195,1100,0,3,87.0,2,12.64
04-11-2020,89022523,1200,0,3,82.0,4,14.63
04-11-2020,89021816,1150,0,3,75.0,1,15.33
04-11-2020,89020997,1150,0,3,104.0,4,11.06
04-11-2020,89006647,1000,0,3,72.0,3,13.89
04-11-2020,88999896,925,0,3,82.0,1,11.28
04-11-2020,88990278,1100,0,3,88.0,4,12.5
04-11-2020,88983089,1200,0,3,70.0,0,17.14
04-11-2020,88923769,1050,0,3,79.0,1,13.29
04-11-2020,88917885,1190,0,3,85.0,7,14.0
04-11-2020,88913316,1100,0,2,80.0,0,13.75
04-11-2020,81834083,925,0,2,60.0,3,15.42
04-11-2020,88878872,1150,0,2,70.0,3,16.43
04-11-2020,88634832,1200,0,3,83.0,2,14.46
04-11-2020,88627748,1000,0,2,70.0,2,14.29
04-11-2020,88554847,900,0,2,90.0,3,10.0
04-11-2020,39345464,995,0,2,49.0,2,20.31
04-11-2020,39997202,1150,0,3,90.0,6,12.78
04-11-2020,88423090,1000,0,2,75.0,0,13.33
04-11-2020,88370362,1150,0,2,65.0,2,17.69
04-11-2020,88062292,1150,0,2,64.0,1,17.97
04-11-2020,87973252,1200,0,2,57.0,4,21.05
04-11-2020,87835402,1050,0,3,74.0,5,14.19
04-11-2020,89100813,900,0,2,75.0,1,12.0
04-11-2020,89028968,1100,0,3,90.0,1,12.22
04-11-2020,89147693,850,0,2,66.0,1,12.88
04-11-2020,85149760,995,0,3,67.0,3,14.85
04-11-2020,88995867,1000,0,2,60.0,2,16.67
04-11-2020,88995556,995,0,2,95.0,0,10.47
04-11-2020,88963362,1100,0,3,80.0,0,13.75
04-11-2020,88938837,950,0,2,50.0,3,19.0
04-11-2020,88923322,990,0,3,77.0,1,12.86
04-11-2020,88923319,890,1,2,68.0,3,13.09
04-11-2020,88915166,1125,1,2,71.0,1,15.85
04-11-2020,88856396,800,0,2,57.0,0,14.04
04-11-2020,88709917,1200,0,3,65.0,3,18.46
04-11-2020,88605206,1200,0,3,79.0,1,15.19
04-11-2020,88599482,830,0,2,58.0,1,14.31
04-11-2020,88591814,1175,0,3,72.0,1,16.32
04-11-2020,37192608,915,0,2,58.0,3,15.78
04-11-2020,88077789,1020,0,3,97.0,3,10.52
04-11-2020,88352186,945,0,3,69.0,6,13.7
04-11-2020,88210117,1050,0,2,83.0,4,12.65
04-11-2020,88078896,1100,0,4,80.0,3,13.75
04-11-2020,87466446,890,0,3,59.0,2,15.08
04-11-2020,87254550,997,0,2,77.0,4,12.95
04-11-2020,87099800,950,0,3,81.0,9,11.73
04-11-2020,89147596,650,0,2,40.0,1,16.25
04-11-2020,89138541,1100,0,2,50.0,2,22.0
04-11-2020,88539993,895,0,2,45.0,0,19.89
04-11-2020,89126912,1200,0,2,70.0,3,17.14
04-11-2020,89122623,1150,0,3,80.0,6,14.38
04-11-2020,89095047,1190,0,2,89.0,0,13.37
04-11-2020,38952746,1100,0,2,67.0,3,16.42
04-11-2020,85020379,1200,0,3,60.0,1,20.0
04-11-2020,31850011,1000,0,2,60.0,5,16.67
04-11-2020,89066500,1075,0,2,68.0,5,15.81
04-11-2020,84732919,950,0,2,35.0,4,27.14
04-11-2020,89056428,1200,0,2,59.0,1,20.34
04-11-2020,85424780,1190,0,2,80.0,1,14.88
04-11-2020,83800815,1195,0,2,65.0,6,18.38
04-11-2020,89029542,1050,0,2,65.0,2,16.15
04-11-2020,89026521,975,0,2,60.0,2,16.25
04-11-2020,89011237,1000,0,3,96.0,2,10.42
04-11-2020,89010101,950,0,3,70.0,1,13.57
04-11-2020,84954469,1050,0,2,75.0,0,14.0
04-11-2020,89001377,1200,0,3,67.0,1,17.91
04-11-2020,88999277,1200,1,4,100.0,3,12.0
04-11-2020,88981355,1100,0,2,85.0,4,12.94
04-11-2020,88972939,1100,0,3,69.0,0,15.94
04-11-2020,88971288,1200,0,3,100.0,2,12.0
04-11-2020,88719808,1050,0,3,87.0,1,12.07
04-11-2020,88841938,1100,0,3,65.0,3,16.92
04-11-2020,88800609,1150,0,3,83.0,6,13.86
04-11-2020,88790942,1000,0,2,83.0,1,12.05
04-11-2020,88640995,1100,0,2,79.0,0,13.92
04-11-2020,88607435,1100,0,2,75.0,0,14.67
04-11-2020,89107450,1000,0,2,70.0,2,14.29
04-11-2020,89090234,1150,0,2,70.0,5,16.43
04-11-2020,89034973,780,0,2,57.0,4,13.68
04-11-2020,89032053,800,0,3,82.0,1,9.76
04-11-2020,89023730,950,0,3,60.0,2,15.83
04-11-2020,89020016,925,0,3,72.0,1,12.85
04-11-2020,88979287,1090,0,2,72.0,1,15.14
04-11-2020,88959175,980,0,2,75.0,5,13.07
04-11-2020,88912275,1100,0,3,80.0,0,13.75
04-11-2020,88894935,850,0,2,50.0,1,17.0
04-11-2020,38788038,1100,0,2,50.0,1,22.0
04-11-2020,88879621,1200,0,2,65.0,1,18.46
04-11-2020,88192608,755,0,3,62.0,0,12.18
04-11-2020,36168905,1155,0,2,65.0,2,17.77
04-11-2020,88731111,1000,0,3,75.0,0,13.33
04-11-2020,88698543,770,0,2,40.0,0,19.25
04-11-2020,40145206,1200,0,3,81.0,0,14.81
04-11-2020,81927388,1100,0,3,68.0,3,16.18
04-11-2020,88493025,1070,1,2,70.0,2,15.29
04-11-2020,88464086,1100,0,3,70.0,1,15.71
04-11-2020,88327495,1050,0,3,85.0,1,12.35
04-11-2020,87772440,1100,0,2,67.0,1,16.42
04-11-2020,89116300,1100,0,3,80.0,0,13.75
04-11-2020,89112330,915,0,2,86.0,2,10.64
04-11-2020,89094252,975,0,2,55.0,1,17.73
04-11-2020,88472876,1150,0,2,60.0,3,19.17
04-11-2020,39992637,1200,0,2,74.0,1,16.22
04-11-2020,89075424,900,0,3,62.0,4,14.52
04-11-2020,89051199,950,0,2,63.0,2,15.08
04-11-2020,89033032,990,0,2,65.0,3,15.23
04-11-2020,89020038,850,0,2,55.0,6,15.45
04-11-2020,89018638,1000,0,2,65.0,3,15.38
04-11-2020,89010558,1100,0,3,80.0,0,13.75
04-11-2020,89008257,1100,0,3,100.0,1,11.0
04-11-2020,89004893,900,0,2,52.0,2,17.31
04-11-2020,88998995,1100,1,3,80.0,1,13.75
04-11-2020,88994406,1150,0,3,70.0,4,16.43
04-11-2020,88994122,950,0,2,70.0,4,13.57
04-11-2020,88987279,1200,0,3,85.0,6,14.12
04-11-2020,88971169,850,0,2,55.0,2,15.45
04-11-2020,88967665,1000,0,3,80.0,0,12.5
04-11-2020,88912562,1000,0,2,69.0,0,14.49
04-11-2020,88966426,1100,0,3,82.0,1,13.41
04-11-2020,88965238,1100,1,2,65.0,1,16.92
04-11-2020,88965041,820,0,3,55.0,2,14.91
04-11-2020,88963655,1000,0,2,70.0,2,14.29
04-11-2020,88958073,1200,0,2,78.0,0,15.38
04-11-2020,88944760,1150,0,2,66.0,3,17.42
04-11-2020,88942700,1150,0,2,70.0,1,16.43
04-11-2020,88936903,1200,0,2,90.0,6,13.33
04-11-2020,32994329,800,1,2,57.0,2,14.04
04-11-2020,88914107,930,0,3,49.0,4,18.98
04-11-2020,88905793,1200,0,2,70.0,3,17.14
04-11-2020,88900395,800,0,2,63.0,3,12.7
04-11-2020,39230460,1200,0,2,83.0,5,14.46
04-11-2020,88868580,1200,0,3,91.0,1,13.19
04-11-2020,88781275,1200,0,4,98.0,0,12.24
04-11-2020,85771300,1150,0,4,97.0,0,11.86
04-11-2020,88758338,1075,0,4,78.0,5,13.78
04-11-2020,37937381,900,0,2,70.0,0,12.86
04-11-2020,30672707,1100,0,3,80.0,0,13.75
04-11-2020,88718487,1200,0,2,85.0,2,14.12
04-11-2020,88656019,1190,0,2,93.0,2,12.8
04-11-2020,88636726,950,0,3,64.0,2,14.84
04-11-2020,88630459,1200,0,2,58.0,8,20.69
04-11-2020,88627510,1200,0,3,92.0,2,13.04
04-11-2020,88623505,740,0,2,40.0,3,18.5
04-11-2020,31971079,1200,0,2,80.0,3,15.0
04-11-2020,85973301,1200,0,2,100.0,1,12.0
04-11-2020,88588021,1100,0,3,80.0,3,13.75
04-11-2020,36045095,775,0,2,40.0,2,19.38
04-11-2020,88502014,950,0,3,78.0,1,12.18
04-11-2020,88475870,1200,0,3,98.0,2,12.24
04-11-2020,88425132,1200,0,2,70.0,0,17.14
04-11-2020,88392370,1150,0,3,80.0,3,14.38
04-11-2020,82980456,1200,0,3,125.0,2,9.6
04-11-2020,88335293,850,0,2,56.0,2,15.18
04-11-2020,88096053,750,0,2,65.0,1,11.54
04-11-2020,88033387,965,0,3,75.0,1,12.87
04-11-2020,87861786,990,0,2,74.0,0,13.38
04-11-2020,87799848,1190,1,2,49.0,3,24.29
04-11-2020,82176081,1200,0,2,65.0,4,18.46
04-11-2020,86350061,1190,0,3,70.0,2,17.0
04-11-2020,89147465,1150,0,2,67.0,3,17.16
04-11-2020,89142576,1200,0,2,100.0,2,12.0
04-11-2020,89126639,1195,0,2,60.0,2,19.92
04-11-2020,89059067,1100,0,2,75.0,1,14.67
04-11-2020,89029862,1200,1,2,66.0,0,18.18
04-11-2020,89018732,1000,0,3,80.0,2,12.5
04-11-2020,89011593,750,0,2,50.0,0,15.0
04-11-2020,88986748,975,0,2,85.0,3,11.47
04-11-2020,81504406,1080,0,2,98.0,4,11.02
04-11-2020,88872754,950,0,2,50.0,3,19.0
04-11-2020,88848374,1190,0,2,76.0,1,15.66
04-11-2020,88663952,1000,0,3,77.0,1,12.99
04-11-2020,89131787,875,0,2,54.0,2,16.2
04-11-2020,89105326,875,0,2,52.0,1,16.83
04-11-2020,89104910,925,0,3,75.0,6,12.33
04-11-2020,89094876,1050,0,2,52.0,1,20.19
04-11-2020,89084477,900,0,2,50.0,3,18.0
04-11-2020,89077894,950,0,2,50.0,3,19.0
04-11-2020,89077889,1200,0,2,87.0,0,13.79
04-11-2020,89027013,1150,0,3,66.0,2,17.42
04-11-2020,89025326,850,0,3,50.0,5,17.0
04-11-2020,89005954,850,0,3,55.0,2,15.45
04-11-2020,89003438,1200,0,2,75.0,4,16.0
04-11-2020,88944599,1080,0,2,48.0,0,22.5
04-11-2020,88907169,1050,0,2,91.0,4,11.54
04-11-2020,88885627,1010,0,4,83.0,0,12.17
04-11-2020,88885554,935,0,2,65.0,0,14.38
04-11-2020,88885551,895,0,2,50.0,0,17.9
04-11-2020,88885549,755,0,2,31.0,0,24.35
04-11-2020,88885534,775,0,3,57.0,0,13.6
04-11-2020,88844828,1200,0,2,72.0,1,16.67
04-11-2020,88783688,915,0,2,58.0,0,15.78
04-11-2020,88783684,945,0,3,68.0,0,13.9
04-11-2020,88457504,1030,0,4,52.0,0,19.81
04-11-2020,89148220,1200,0,4,90.0,1,13.33
04-11-2020,89138185,950,0,2,60.0,4,15.83
04-11-2020,89122858,1200,0,4,93.0,7,12.9
04-11-2020,89117993,1200,0,4,85.0,4,14.12
04-11-2020,89103254,850,0,2,51.0,2,16.67
04-11-2020,89099255,1150,0,3,85.0,1,13.53
04-11-2020,89064978,1200,0,2,61.0,4,19.67
04-11-2020,89025204,1000,0,3,60.0,3,16.67
04-11-2020,27356707,920,0,4,88.0,0,10.45
04-11-2020,89003147,750,0,3,75.0,3,10.0
04-11-2020,88995797,1200,0,4,85.0,4,14.12
04-11-2020,86274167,990,0,2,60.0,2,16.5
04-11-2020,88977468,900,0,2,60.0,5,15.0
04-11-2020,88964628,760,0,2,50.0,3,15.2
04-11-2020,88964156,900,0,3,78.0,1,11.54
04-11-2020,88957592,1000,0,3,70.0,2,14.29
04-11-2020,28768364,850,0,2,70.0,0,12.14
04-11-2020,88927921,1025,0,2,80.0,1,12.81
04-11-2020,88022115,1200,0,3,70.0,4,17.14
04-11-2020,88915224,1050,0,2,67.0,3,15.67
04-11-2020,82132268,790,0,2,80.0,3,9.88
04-11-2020,87851360,1200,0,2,65.0,4,18.46
04-11-2020,88869779,1033,0,2,70.0,3,14.76
04-11-2020,39241790,1095,0,2,60.0,0,18.25
04-11-2020,81530053,1050,0,2,70.0,2,15.0
04-11-2020,39347958,1050,0,2,44.0,0,23.86
04-11-2020,83696988,945,0,2,45.0,0,21.0
04-11-2020,88833702,1150,0,3,90.0,2,12.78
04-11-2020,88809825,1100,1,3,80.0,5,13.75
04-11-2020,88740511,1050,1,2,90.0,4,11.67
04-11-2020,40412130,1150,0,2,60.0,4,19.17
04-11-2020,81524056,975,0,3,71.0,3,13.73
04-11-2020,88659274,1200,0,2,81.0,2,14.81
04-11-2020,88640106,1190,0,3,78.0,5,15.26
04-11-2020,84653125,1200,0,2,80.0,0,15.0
04-11-2020,85178777,1150,0,2,70.0,3,16.43
04-11-2020,40213571,975,0,2,55.0,1,17.73
04-11-2020,82025607,1095,0,2,45.0,3,24.33
04-11-2020,82789587,1000,0,2,75.0,0,13.33
04-11-2020,85961030,1025,0,2,64.0,2,16.02
04-11-2020,88334898,975,0,3,66.0,2,14.77
04-11-2020,87733289,1033,1,2,50.0,2,20.66
04-11-2020,87890822,940,0,3,85.0,0,11.06
04-11-2020,39062156,1200,0,2,65.0,3,18.46
04-11-2020,87268263,940,0,2,60.0,1,15.67
04-11-2020,84085456,1100,0,2,50.0,3,22.0
04-11-2020,82747787,1100,0,3,80.0,6,13.75
04-11-2020,86952281,1199,0,2,60.0,2,19.98
04-11-2020,85251047,1033,0,2,48.0,1,21.52
04-11-2020,82946172,1050,0,2,75.0,1,14.0
04-11-2020,31424910,1200,0,2,65.0,4,18.46
04-11-2020,83851355,1000,0,2,60.0,2,16.67
04-11-2020,89109366,1100,0,2,69.0,2,15.94
04-11-2020,89091738,700,0,2,55.0,1,12.73
04-11-2020,89082878,1100,0,2,51.0,4,21.57
04-11-2020,85619229,1100,0,3,68.0,2,16.18
04-11-2020,89016023,1000,0,2,66.0,2,15.15
04-11-2020,88992223,1200,0,4,125.0,2,9.6
04-11-2020,88944536,850,0,3,65.0,1,13.08
04-11-2020,88936996,1050,0,3,89.0,1,11.8
04-11-2020,88915512,945,0,2,62.0,2,15.24
04-11-2020,87474637,1100,0,3,65.0,4,16.92
04-11-2020,88856181,1200,0,3,80.0,0,15.0
04-11-2020,88854539,1050,0,3,70.0,4,15.0
04-11-2020,88831168,1200,0,2,54.0,0,22.22
04-11-2020,88831005,1200,0,2,54.0,0,22.22
04-11-2020,88830950,1200,0,2,54.0,0,22.22
04-11-2020,88786547,850,0,3,56.0,3,15.18
04-11-2020,88458124,965,0,3,75.0,0,12.87
04-11-2020,88457604,1020,0,3,96.0,0,10.62
04-11-2020,88457596,820,0,3,52.0,0,15.77
04-11-2020,88434017,1100,0,2,75.0,1,14.67
04-11-2020,87870770,1200,0,2,75.0,7,16.0
04-11-2020,88395551,975,0,3,90.0,7,10.83
04-11-2020,89089806,850,0,2,65.0,0,13.08
04-11-2020,89088356,930,0,3,70.0,0,13.29
04-11-2020,85143998,1100,1,3,102.0,4,10.78
04-11-2020,89060740,925,0,2,49.0,0,18.88
04-11-2020,89047118,930,0,3,75.0,0,12.4
04-11-2020,89046260,925,0,3,76.0,3,12.17
04-11-2020,89013889,1150,0,4,93.0,1,12.37
04-11-2020,89013883,1200,0,3,84.0,1,14.29
04-11-2020,88994662,1000,0,3,65.0,1,15.38
04-11-2020,88927177,755,0,3,62.0,0,12.18
04-11-2020,88922016,830,0,3,69.0,0,12.03
04-11-2020,88914821,870,0,2,39.0,1,22.31
04-11-2020,88914116,800,0,3,67.0,3,11.94
04-11-2020,88903061,980,0,3,69.0,2,14.2
04-11-2020,88848376,1100,0,3,61.0,0,18.03
04-11-2020,88822572,1000,0,2,54.0,0,18.52
04-11-2020,88765739,1090,0,3,86.0,1,12.67
04-11-2020,88707294,940,0,2,57.0,0,16.49
04-11-2020,88663996,1050,0,2,55.0,5,19.09
04-11-2020,28271465,1100,0,3,100.0,1,11.0
04-11-2020,88593461,1000,0,2,46.0,5,21.74
04-11-2020,88593151,750,0,2,45.0,0,16.67
04-11-2020,88586225,1090,0,3,86.0,1,12.67
04-11-2020,88552586,895,0,3,,0,14.92
04-11-2020,88546072,1180,0,3,80.0,4,14.75
04-11-2020,1352260,1190,0,2,65.0,3,18.31
04-11-2020,88153198,825,0,2,45.0,3,18.33
04-11-2020,88153180,825,0,2,45.0,1,18.33
04-11-2020,88121070,1150,0,2,69.0,0,16.67
04-11-2020,87927634,875,0,2,58.0,1,15.09
04-11-2020,89126852,950,0,2,65.0,1,14.62
04-11-2020,89047204,890,0,3,49.0,0,18.16
04-11-2020,87248335,1000,0,2,50.0,0,20.0
04-11-2020,87248451,1000,0,2,50.0,1,20.0
04-11-2020,87248743,1000,0,2,50.0,0,20.0
04-11-2020,89023976,850,0,2,42.0,6,20.24
04-11-2020,88990682,990,0,2,58.0,2,17.07
04-11-2020,88980730,1000,0,2,60.0,3,16.67
04-11-2020,88894744,900,0,2,65.0,5,13.85
04-11-2020,88523037,800,0,2,45.0,1,17.78
04-11-2020,88428832,1075,0,2,73.0,1,14.73
04-11-2020,88413929,1100,0,2,100.0,5,11.0
04-11-2020,1453947,1150,0,3,75.0,6,15.33
04-11-2020,88107767,775,0,2,65.0,0,11.92
04-11-2020,87607081,1200,0,3,70.0,6,17.14
04-11-2020,87410700,1200,0,3,80.0,1,15.0
04-11-2020,89144397,799,0,2,55.0,3,14.53
04-11-2020,89144291,850,0,3,80.0,7,10.62
04-11-2020,89109856,950,0,2,80.0,3,11.88
04-11-2020,89029878,1100,0,2,60.0,4,18.33
04-11-2020,88990576,850,0,2,56.0,1,15.18
04-11-2020,88968052,1150,0,2,58.0,3,19.83
04-11-2020,88967853,1200,0,2,60.0,0,20.0
04-11-2020,88958990,1200,0,2,85.0,6,14.12
04-11-2020,88957275,1200,0,3,70.0,4,17.14
04-11-2020,88917474,1035,0,4,71.0,0,14.58
04-11-2020,88885553,1010,0,2,56.0,0,18.04
04-11-2020,88862623,1120,0,3,70.0,0,16.0
04-11-2020,34242832,1035,0,3,57.0,0,18.16
04-11-2020,88772135,1200,0,2,45.0,0,26.67
04-11-2020,88742781,1025,0,2,53.0,4,19.34
04-11-2020,1934074,975,0,2,60.0,2,16.25
04-11-2020,88458765,1185,0,3,59.0,0,20.08
04-11-2020,88458756,1080,0,3,65.0,0,16.62
04-11-2020,88458458,1170,0,2,67.0,0,17.46
04-11-2020,88458146,750,0,2,61.0,0,12.3
04-11-2020,88458096,1020,0,4,79.0,0,12.91
04-11-2020,88458084,1050,0,2,80.0,0,13.12
04-11-2020,88458076,1100,0,3,79.0,0,13.92
04-11-2020,88458071,895,0,3,69.0,0,12.97
04-11-2020,88457764,825,0,2,62.0,0,13.31
04-11-2020,88457641,895,0,3,69.0,0,12.97
04-11-2020,88457637,1105,0,2,79.0,0,13.99
04-11-2020,88457619,945,0,2,71.0,0,13.31
04-11-2020,88457599,1155,0,2,64.0,0,18.05
04-11-2020,88457492,1040,0,3,102.0,0,10.2
04-11-2020,88457383,1125,0,2,68.0,0,16.54
04-11-2020,88457381,1105,0,4,77.0,0,14.35
04-11-2020,88457391,905,0,2,54.0,0,16.76
04-11-2020,88457376,800,0,2,46.0,0,17.39
04-11-2020,88206623,1100,0,2,45.0,5,24.44
04-11-2020,87733290,1033,1,2,70.0,1,14.76
04-11-2020,88033031,750,0,2,61.0,2,12.3
04-11-2020,88004187,895,0,3,69.0,3,12.97
04-11-2020,87921129,800,0,2,75.0,0,10.67
04-11-2020,87253319,1200,0,2,55.0,0,21.82
04-11-2020,89131074,1035,0,4,77.0,0,13.44
04-11-2020,40237072,925,0,3,90.0,3,10.28
04-11-2020,89123004,990,0,2,68.0,0,14.56
04-11-2020,89115744,750,0,3,62.0,2,12.1
04-11-2020,89101323,1200,0,2,60.0,1,20.0
04-11-2020,83038475,1100,0,2,70.0,1,15.71
04-11-2020,86516570,1200,0,2,68.0,0,17.65
04-11-2020,89021289,870,0,2,69.0,1,12.61
04-11-2020,89021288,1095,0,3,82.0,1,13.35
04-11-2020,89018009,1100,0,4,100.0,2,11.0
04-11-2020,89011424,935,0,2,58.0,0,16.12
04-11-2020,89011423,945,0,3,62.0,2,15.24
04-11-2020,89011118,1050,0,3,88.0,5,11.93
04-11-2020,88998988,990,0,2,60.0,2,16.5
04-11-2020,88980653,950,0,2,60.0,7,15.83
04-11-2020,83018317,1200,0,2,51.0,2,23.53
04-11-2020,88974940,790,0,2,50.0,4,15.8
